brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,OS,year_of_warranty,product_name,slug
asus,Asus Chromebook CX1400FKA-EC0158 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),25751,41.0,intel,celeron,2,2,4,ssd,64,no secondary storage,0,intel,integrated,True,14.0,1920,1080,chrome,1,Asus Chromebook CX1400FKA-EC0158 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),asus-chromebook-cx1400fka-ec0158-laptop-celeron-n4500-4gb-64gb-emmc-chrome-os
asus,Asus Chromebook CX1400CKA-EK0335 Laptop (Celeron N4500/ 4GB/ 128GB eMMC/ Chrome OS),18990,37.0,intel,celeron,2,2,4,ssd,128,no secondary storage,0,intel,integrated,False,14.0,1920,1080,chrome,1,Asus Chromebook CX1400CKA-EK0335 Laptop (Celeron N4500/ 4GB/ 128GB eMMC/ Chrome OS),asus-chromebook-cx1400cka-ek0335-laptop-celeron-n4500-4gb-128gb-emmc-chrome-os
asus,Asus Vivobook 16 2023 X1605ZAB-MB322WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),44639,57.0,intel,core i3,6,8,8,ssd,512,no secondary storage,0,intel,integrated,False,16.0,1920,1200,windows,1,Asus Vivobook 16 2023 X1605ZAB-MB322WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),asus-vivobook-16-2023-x1605zab-mb322ws-laptop-12th-gen-core-i3-8gb-512gb-ssd-win11-home
hp,HP 250 G9 7M659PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),44490,62.0,intel,core i3,6,8,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1366,768,windows,1,HP 250 G9 7M659PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),hp-250-g9-7m659pa-laptop-12th-gen-core-i3-8gb-512gb-ssd-win11
asus,Asus Chromebook CX1500CKA-EJ0275 Laptop (Celeron N4500/ 8GB/ 64GB eMMC/ Chrome OS),22991,37.0,intel,celeron,2,2,8,ssd,64,no secondary storage,0,intel,integrated,False,15.6,1920,1080,chrome,1,Asus Chromebook CX1500CKA-EJ0275 Laptop (Celeron N4500/ 8GB/ 64GB eMMC/ Chrome OS),asus-chromebook-cx1500cka-ej0275-laptop-celeron-n4500-8gb-64gb-emmc-chrome-os
gigabyte,Gigabyte G5 KF-E3IN313SH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 8GB Graph),89990,73.0,intel,core i5,12,16,8,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2,Gigabyte G5 KF-E3IN313SH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 8GB Graph),gigabyte-g5-kf-e3in313sh-laptop-12th-gen-core-i5-8gb-512gb-ssd-win11-home-8gb-graph
lenovo,Lenovo IdeaPad Slim 5 16IAH8 83BG000PIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),62190,63.0,intel,core i5,8,12,16,ssd,512,no secondary storage,0,intel,integrated,False,16.0,1920,1200,windows,1,Lenovo IdeaPad Slim 5 16IAH8 83BG000PIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),lenovo-ideapad-slim-5-16iah8-83bg000pin-laptop-12th-gen-core-i5-16gb-512gb-ssd-win11
asus,Asus Vivobook 16X K3605ZU-MBN742WS Laptop (12th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6GB Graphics),98468,72.0,intel,core i7,10,16,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1,Asus Vivobook 16X K3605ZU-MBN742WS Laptop (12th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6GB Graphics),asus-vivobook-16x-k3605zu-mbn742ws-laptop-12th-gen-core-i7-16-gb-ram-512-gb-ssd-win-11-6gb-graphics
lenovo,Lenovo IdeaPad Flex 5 82Y0004YIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),58990,58.0,intel,core i3,6,8,8,ssd,512,no secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,1,Lenovo IdeaPad Flex 5 82Y0004YIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),lenovo-ideapad-flex-5-82y0004yin-laptop-13th-gen-core-i3-8gb-512gb-ssd-win11-home
lenovo,Lenovo IdeaPad Slim 5 14IAH8 83BF000UIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),60190,59.0,intel,core i5,8,12,16,ssd,512,no secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Lenovo IdeaPad Slim 5 14IAH8 83BF000UIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),lenovo-ideapad-slim-5-14iah8-83bf000uin-laptop-12th-gen-core-i5-16gb-512gb-ssd-win11
fujitsu,Fujitsu UH-X 4ZR1M37246 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),73990,65.0,intel,core i5,10,12,16,ssd,512,no secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,2,Fujitsu UH-X 4ZR1M37246 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),fujitsu-uh-x-4zr1m37246-laptop-13th-gen-core-i5-16gb-512gb-ssd-win11
lenovo,Lenovo IdeaPad Slim 5 82XE0072IN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),64190,69.0,amd,ryzen 7,8,16,16,ssd,512,no secondary storage,0,amd,integrated,False,14.0,1920,1200,windows,1,Lenovo IdeaPad Slim 5 82XE0072IN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),lenovo-ideapad-slim-5-82xe0072in-laptop-amd-ryzen-7-7730u-16gb-512gb-ssd-win11
lenovo,Lenovo IdeaPad Slim 3 82XQ008UIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),41990,58.0,amd,ryzen 5,4,8,8,ssd,512,no secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,Lenovo IdeaPad Slim 3 82XQ008UIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),lenovo-ideapad-slim-3-82xq008uin-laptop-amd-ryzen-5-7520u-8gb-512gb-ssd-win11-home
lenovo,Lenovo IdeaPad Slim 3 82XQ0096IN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),44990,60.0,amd,ryzen 5,4,8,16,ssd,512,no secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,Lenovo IdeaPad Slim 3 82XQ0096IN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),lenovo-ideapad-slim-3-82xq0096in-laptop-amd-ryzen-5-7520u-16gb-512gb-ssd-win11-home
lenovo,Lenovo V15 G3 IAP 82TT004VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),45490,56.0,intel,core i5,10,12,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,dos,1,Lenovo V15 G3 IAP 82TT004VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),lenovo-v15-g3-iap-82tt004vih-laptop-12th-gen-core-i5-8gb-512gb-ssd-dos
asus,Asus Vivobook 16X K3605ZC-MBN542WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),75990,65.0,intel,core i5,8,12,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1,Asus Vivobook 16X K3605ZC-MBN542WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),asus-vivobook-16x-k3605zc-mbn542ws-laptop-12th-gen-core-i5-16-gb-ram-512-gb-ssd-win-11-4-gb-graphics
asus,Asus Vivobook 16X K3605ZC-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),75990,66.0,intel,core i5,8,12,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1,Asus Vivobook 16X K3605ZC-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),asus-vivobook-16x-k3605zc-mbn541ws-laptop-12th-gen-core-i5-16-gb-ram-512-gb-ssd-win-11-4-gb-graphics
asus,Asus Vivobook 16X K3605ZU-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6GB Graphics),94369,70.0,intel,core i5,8,12,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1,Asus Vivobook 16X K3605ZU-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6GB Graphics),asus-vivobook-16x-k3605zu-mbn541ws-laptop-12th-gen-core-i5-16-gb-ram-512-gb-ssd-win-11-6gb-graphics
msi,MSI Thin GF63 11UC-1291IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),62990,71.0,intel,core i5,6,12,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2,MSI Thin GF63 11UC-1291IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),msi-thin-gf63-11uc-1291in-gaming-laptop-11th-gen-core-i5-16gb-512gb-ssd-win11-home-4gb-graph
lenovo,Lenovo Thinkpad E15 21E6S0W700 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),47490,65.0,intel,core i3,6,8,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Lenovo Thinkpad E15 21E6S0W700 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),lenovo-thinkpad-e15-21e6s0w700-laptop-12th-gen-core-i3-8gb-512gb-ssd-win11-home
msi,MSI Katana 15 B12UDXK-1004IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),94990,76.0,intel,core i7,10,16,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2,MSI Katana 15 B12UDXK-1004IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),msi-katana-15-b12udxk-1004in-gaming-laptop-12th-gen-core-i7-16gb-512gb-ssd-win11-home-6gb-graph
acer,Acer TMP214-41-G3 UN.VSQSI.007 Notebook (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),36990,63.0,amd,ryzen 5,6,12,16,ssd,512,no secondary storage,0,amd,integrated,False,14.0,1366,768,windows,1,Acer TMP214-41-G3 UN.VSQSI.007 Notebook (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),acer-tmp214-41-g3-un-vsqsi-007-notebook-amd-ryzen-5-5500u-16gb-512gb-ssd-win11-home
acer,Acer TMP214-41-G3 UN.VSQSI.006 Notebook (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),41990,60.0,amd,ryzen 5,6,12,8,ssd,512,no secondary storage,0,amd,integrated,False,14.0,1366,768,windows,1,Acer TMP214-41-G3 UN.VSQSI.006 Notebook (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),acer-tmp214-41-g3-un-vsqsi-006-notebook-amd-ryzen-5-5500u-8gb-512gb-ssd-win11-home
asus,Asus VivoBook 15 X1504ZA-NJ326WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),40926,57.0,intel,core i3,6,8,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Asus VivoBook 15 X1504ZA-NJ326WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),asus-vivobook-15-x1504za-nj326ws-laptop-12th-gen-core-i3-8gb-512gb-ssd-win11-home
asus,Asus Vivobook Pro 15 OLED M6500QC-LK541WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),71600,62.0,amd,ryzen 5,6,12,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Asus Vivobook Pro 15 OLED M6500QC-LK541WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),asus-vivobook-pro-15-oled-m6500qc-lk541ws-laptop-ryzen-5-5600h-16gb-512gb-ssd-win11-4gb-graph
asus,Asus Vivobook Go 14 2023 E1404FA-NK327WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),33990,56.0,amd,ryzen 3,4,8,8,ssd,512,no secondary storage,0,amd,integrated,False,14.0,1920,1080,windows,1,Asus Vivobook Go 14 2023 E1404FA-NK327WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),asus-vivobook-go-14-2023-e1404fa-nk327ws-laptop-ryzen-3-7320u-8gb-512gb-ssd-win11-home
hp,HP Omen 16-xf0043AX Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),182990,78.0,amd,ryzen 9,8,16,32,ssd,1024,no secondary storage,0,nvidia,dedicated,False,16.1,2560,1440,windows,1,HP Omen 16-xf0043AX Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),hp-omen-16-xf0043ax-gaming-laptop-amd-ryzen-9-7940hs-32gb-1tb-ssd-win11-8gb-graph
dell,Dell Vostro 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),37490,58.0,intel,core i3,2,4,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Dell Vostro 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),dell-vostro-3520-laptop-11th-gen-core-i3-8gb-512gb-ssd-win11
dell,Dell Inspiron 5430 IN54308DXWP001ORS1 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),85990,57.0,intel,core i7,10,12,16,ssd,1024,no secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Dell Inspiron 5430 IN54308DXWP001ORS1 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),dell-inspiron-5430-in54308dxwp001ors1-laptop-13th-gen-core-i7-16gb-1tb-ssd-win11
asus,Asus TUF Gaming F15 FX506HF-HN076W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),57990,69.0,intel,core i5,6,12,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Asus TUF Gaming F15 FX506HF-HN076W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),asus-tuf-gaming-f15-fx506hf-hn076w-gaming-laptop-11th-gen-core-i5-16gb-512gb-ssd-win11-4gb-graph
hp,HP Victus 15-fb1018AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),58070,63.0,amd,ryzen 5,6,12,8,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,HP Victus 15-fb1018AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),hp-victus-15-fb1018ax-gaming-laptop-amd-ryzen-5-7535hs-8gb-512gb-ssd-win11-4gb-graph
fujitsu,Fujitsu UH-X 4ZR1L73352 2-in-1 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),109990,76.0,intel,core i7,12,16,16,ssd,1024,no secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,2,Fujitsu UH-X 4ZR1L73352 2-in-1 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),fujitsu-uh-x-4zr1l73352-2-in-1-laptop-13th-gen-core-i7-16gb-1tb-ssd-win11
hp,HP 15S-EQ1550AU Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ Win 11),31990,51.0,amd,ryzen 3,2,4,8,ssd,512,no secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,HP 15S-EQ1550AU Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ Win 11),hp-15s-eq1550au-laptop-amd-ryzen-3-3250u-8-gb-ram-512-gb-ssd-win-11
hp,HP Omen 16-wf0056TX 834U0PA Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),152990,70.0,intel,core i7,16,24,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,16.1,1920,1080,windows,1,HP Omen 16-wf0056TX 834U0PA Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),hp-omen-16-wf0056tx-834u0pa-gaming-laptop-13th-gen-core-i7-16-gb-ram-512-gb-ssd-win-11-8-gb-graphics
lenovo,Lenovo IdeaPad Gaming 3i 82K101GTIN Laptop (11th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),58850,64.0,intel,core i5,4,8,8,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Lenovo IdeaPad Gaming 3i 82K101GTIN Laptop (11th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),lenovo-ideapad-gaming-3i-82k101gtin-laptop-11th-gen-core-i5-8-gb-ram-512-gb-ssd-win-11-4-gb-graphics
dell,Dell Alienware x15 R2 D569947WIN9 Gaming Laptop (12th Gen Core i9/ 32 GB RAM/ 1 TB SSD/ Win 11/ 8 GB Graphics),223275,78.0,intel,core i9,14,20,32,ssd,1024,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Dell Alienware x15 R2 D569947WIN9 Gaming Laptop (12th Gen Core i9/ 32 GB RAM/ 1 TB SSD/ Win 11/ 8 GB Graphics),dell-alienware-x15-r2-d569947win9-gaming-laptop-12th-gen-core-i9-32-gb-ram-1-tb-ssd-win-11-8-gb-graphics
asus,Asus Vivobook Pro 15 M6500QF-HN541WS Creator Laptop (AMD Ryzen 5 5600H/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),59990,63.0,amd,ryzen 5,6,12,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Asus Vivobook Pro 15 M6500QF-HN541WS Creator Laptop (AMD Ryzen 5 5600H/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),asus-vivobook-pro-15-m6500qf-hn541ws-creator-laptop-amd-ryzen-5-5600h-16-gb-ram-512-gb-ssd-win-11-4-gb-graphics
lenovo,Lenovo IdeaPad Slim 5 14IAH8 83BF0045IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),63990,60.0,intel,core i5,8,12,16,ssd,1024,no secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,1,Lenovo IdeaPad Slim 5 14IAH8 83BF0045IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),lenovo-ideapad-slim-5-14iah8-83bf0045in-laptop-12th-gen-core-i5-16gb-1tb-ssd-win11
wings,Wings Nuvobook S2 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),26990,51.0,intel,core i3,4,8,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1080,1920,windows,1,Wings Nuvobook S2 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),wings-nuvobook-s2-laptop-11th-gen-core-i3-8gb-512gb-ssd-win11
acer,Acer Aspire 3 Spin 14 NX.KENSI.002 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),41490,45.0,intel,core i3,8,8,8,ssd,512,no secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,1,Acer Aspire 3 Spin 14 NX.KENSI.002 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),acer-aspire-3-spin-14-nx-kensi-002-laptop-intel-core-i3-n305-8gb-512gb-ssd-win11-home
lenovo,Lenovo IdeaPad Slim 5 16IRL8 82XF003GIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),70190,60.0,intel,core i5,12,16,16,ssd,512,no secondary storage,0,intel,integrated,False,16.0,1920,1200,windows,1,Lenovo IdeaPad Slim 5 16IRL8 82XF003GIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),lenovo-ideapad-slim-5-16irl8-82xf003gin-laptop-13th-gen-core-i5-16gb-512gb-ssd-win11
lenovo,Lenovo IdeaPad 3 15ITL6 82H803GSIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),36690,60.0,intel,core i3,2,4,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Lenovo IdeaPad 3 15ITL6 82H803GSIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),lenovo-ideapad-3-15itl6-82h803gsin-laptop-11th-gen-core-i3-8gb-512gb-ssd-win11-home
lenovo,Lenovo IdeaPad Slim 5 82XD003NIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),67190,62.0,intel,core i5,8,12,16,ssd,512,no secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,2,Lenovo IdeaPad Slim 5 82XD003NIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),lenovo-ideapad-slim-5-82xd003nin-laptop-13th-gen-core-i5-16gb-512gb-ssd-win11
infinix,Infinix INBook X3 Slim Series XL422 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),44990,57.0,intel,core i7,10,12,16,ssd,512,no secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Infinix INBook X3 Slim Series XL422 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),infinix-inbook-x3-slim-series-xl422-laptop-12th-gen-core-i7-16gb-512gb-ssd-win-11-home
lenovo,Lenovo V15 82KB00RJIH Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),46990,65.0,intel,core i5,4,8,16,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Lenovo V15 82KB00RJIH Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),lenovo-v15-82kb00rjih-laptop-11th-gen-core-i5-16gb-512gb-ssd-win11-home
dell,Dell Inspiron 3530 2023 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),45870,56.0,intel,core i3,5,6,8,ssd,1024,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Dell Inspiron 3530 2023 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),dell-inspiron-3530-2023-laptop-13th-gen-core-i3-8gb-1tb-ssd-win11-home
dell,Dell Inspiron 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),38349,58.0,intel,core i3,2,4,8,ssd,512,no secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Dell Inspiron 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),dell-inspiron-3520-laptop-11th-gen-core-i3-8gb-512gb-ssd-win11
lenovo,Lenovo IdeaPad Slim 5 16IRL8 82XF003JIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),84190,64.0,intel,core i7,14,20,16,ssd,512,no secondary storage,0,intel,integrated,False,16.0,1920,1080,windows,1,Lenovo IdeaPad Slim 5 16IRL8 82XF003JIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),lenovo-ideapad-slim-5-16irl8-82xf003jin-laptop-13th-gen-core-i7-16gb-512gb-ssd-win11
lenovo,Lenovo IdeaPad Slim 5i 82XD0040IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),86990,62.0,intel,core i7,10,16,16,ssd,512,no secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,1,Lenovo IdeaPad Slim 5i 82XD0040IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),lenovo-ideapad-slim-5i-82xd0040in-laptop-13th-gen-core-i7-16gb-512gb-ssd-win11
dell,Dell Inspiron 13 5330 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),98990,63.0,intel,core i7,12,16,16,ssd,1024,no secondary storage,0,intel,integrated,False,13.3,2560,1600,windows,1,Dell Inspiron 13 5330 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),dell-inspiron-13-5330-laptop-13th-gen-core-i7-16gb-1tb-ssd-win11
dell,Dell Inspiron 3525 Laptop (AMD Ryzen R3 5300U/ 8GB/ 512GB SSD/ Win11),32990,58.0,amd,ryzen 3,4,8,8,ssd,512,no secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,Dell Inspiron 3525 Laptop (AMD Ryzen R3 5300U/ 8GB/ 512GB SSD/ Win11),dell-inspiron-3525-laptop-amd-ryzen-r3-5300u-8gb-512gb-ssd-win11
dell,Dell Inspiron 5330 2023 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),87490,62.0,intel,core i5,12,16,16,ssd,1024,no secondary storage,0,intel,integrated,False,13.3,2560,1600,windows,1,Dell Inspiron 5330 2023 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),dell-inspiron-5330-2023-laptop-13th-gen-core-i5-16gb-1tb-ssd-win11
dell,Dell Inspiron 3535 2023 Laptop (AMD Ryzen R5-7520U/ 8GB/ 1TB SSD/ Win11),47990,54.0,amd,ryzen 5,4,8,8,ssd,1024,no secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,Dell Inspiron 3535 2023 Laptop (AMD Ryzen R5-7520U/ 8GB/ 1TB SSD/ Win11),dell-inspiron-3535-2023-laptop-amd-ryzen-r5-7520u-8gb-1tb-ssd-win11
dell,Dell Inspiron 7430 2023 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),77490,59.0,intel,core i5,10,12,8,ssd,1024,no secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,1,Dell Inspiron 7430 2023 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),dell-inspiron-7430-2023-2-in-1-laptop-13th-gen-core-i5-8gb-1tb-ssd-win11
dell,Dell Vostro 3430 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),41433,57.0,intel,core i3,5,6,8,ssd,512,no secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Dell Vostro 3430 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),dell-vostro-3430-laptop-13th-gen-core-i3-8gb-512gb-ssd-win11
hp,HP Victus 15-FB0142AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),74950,71.0,amd,ryzen 5,6,12,16,ssd,512,no secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,HP Victus 15-FB0142AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),hp-victus-15-fb0142ax-gaming-laptop-amd-ryzen-5-5600h-16gb-512gb-ssd-win11-4gb-graph
